商家名,商圈,类型,评分,城市,人均价格
帝粤轩,新街口地区,粤菜馆,8.3,南京,746
星粤茶餐厅,南京艺术学院/龙江,茶餐厅,7.433333333333333,南京,66
老广东菜馆,草场门/龙江,广州菜,8.166666666666666,南京,109
源香砂锅粥,新街口地区,潮汕菜,8.833333333333334,南京,65
港粤汇,江浦,粤菜馆,8.933333333333334,南京,91
Richesse Chinoise 荣华轩,南京国际博览中心/元通,粤菜馆,8.766666666666667,南京,360
金光鸽王,九龙湖,粤菜馆,8.5,南京,97
香港仔茶餐厅,新街口地区,茶餐厅,8.5,南京,64
大幺九花胶鸡,马群街道,茶餐厅,6.866666666666667,南京,0
乾味记港式餐厅,南京国际博览中心/元通,茶餐厅,8.9,南京,100
云顶记,弘阳广场/印象汇,茶餐厅,7.933333333333334,南京,64
大麦·鸽王,弘阳广场/新一城,广州菜,8.766666666666666,南京,44
玖党记,南京西站,粤菜馆,8.666666666666666,南京,100
红鲤鱼粤菜馆,卫岗/下马坊,粤菜馆,8.633333333333335,南京,97
茶客老站,新街口地区,茶餐厅,8.933333333333332,南京,72
夜上海,安德门/小行,粤菜馆,8.899999999999999,南京,219
卓美亚酒店·陆潮新派中餐厅,国际博览中心/元通,粤菜馆,8.666666666666666,南京,423
德一美食店,湖南路,粤菜馆,7.166666666666667,南京,81
粤母·港式茶餐厅,摄山,茶餐厅,7.433333333333333,南京,47
翠景轩港式茶餐厅,中央商场/嘉业国际,茶餐厅,8.5,南京,71
粤港茶餐厅,南京南站/明发,茶餐厅,7.333333333333333,南京,0
香港莲记,虹悦城,茶餐厅,7.933333333333334,南京,69
潮州砂锅粥,新街口地区,潮汕菜,7.966666666666666,南京,72
粤母·烧腊卤水铺,新街口地区,烧腊,8.066666666666668,南京,18
鸿禧楼,江宁科学园,粤菜馆,7.900000000000001,南京,97
瑪蜜黛茶餐厅,胜太路沿线,茶餐厅,7.5,南京,0
荔翠记糖水铺,镇兴路沿线,茶餐厅,7.0,南京,0
壹心潮汕粥,仙林大学城,粤菜馆,8.5,南京,56
广式肠粉·南洋豆花,新街口地区,粤菜馆,7.833333333333333,南京,21
荷湾聆音,火车站/玄武湖,茶餐厅,7.766666666666667,南京,670
品大三,新街口地区,粤菜馆,8.033333333333333,南京,56
